r,l,t
9856.833343803883,645,8352.968186616898
3646.290044605732,294,8356.407153129578
9852.388857245445,665,8364.039985179901
3741.1467024683952,349,8368.041960477829
9416.888891994953,2624,8398.962803602219
9368.888883769512,2840,8433.73203253746
8080.838946282864,618,8443.866112947464
9873.277774691582,571,8450.484486818314
642.1795955896378,74,8451.461297273636
9881.999989449978,531,8457.682268857956
9880.166624069214,540,8463.984377145767
9854.611068665981,655,8471.565144777298
9863.722227275372,614,8478.646756649017
9213.611077666283,3539,8520.057404518127
9829.611069500446,767,8529.201717615128
9887.277739942074,508,8535.141976118088
4239.144179344177,361,8540.28713297844
9877.38885128498,552,8546.746180057526
9819.77778851986,811,8556.177149057388
9533.555519938469,2099,8580.30719923973
9872.444416761398,574,8588.125244379044
9879.166643500328,544,8594.448397874832
9884.055520296097,522,8600.47303366661
5660.096947491169,4500,8653.136485099792
9877.333302736282,552,8659.478396654129
3633.958687245846,292,8662.852182388306
9831.555537223816,758,8671.545746088028
9888.666656374931,501,8677.338934659958
3743.0438462495804,338,8681.237367391586
9848.277765929699,683,8690.14442896843
3742.095274746418,276,8693.386778354645
9878.944401144981,545,8699.696360349655
4349.177906632423,367,8703.93020606041
4256.218374550343,311,8707.537197828293
9887.777741968632,505,8713.383075475693
9884.111050069332,522,8719.440045833588
4242.9384479522705,365,8723.706790208817
9862.722205340862,618,8731.755539417267
9876.16663724184,558,8742.68713593483
9864.888915598392,608,8749.715381383896
9885.499960184097,516,8755.687810182571
4244.835576057434,293,8759.086774110794
9886.499957501888,511,8765.004090309143
4252.424103081226,322,8768.769176483154
9836.277713119984,737,8777.384338378906
9880.94439381361,536,8784.533385276794
9738.83332836628,1176,8798.14291214943
9854.33330154419,656,8805.743067741394
9892.999993264675,482,8811.361322402954
9879.611107170582,542,8817.640121221542
9887.66663312912,506,8823.491456270218
9882.166657924652,531,8829.671597480774
9837.277734398842,733,8839.126913309097
9884.444441318512,520,8845.24851679802
9892.333295762539,485,8850.889914035797
3652.9300175905228,376,8855.3222386837
9872.333286881447,575,8862.196262836456
4241.041308999062,344,8866.224284648895
9855.666635990143,650,8873.730565071106
3749.6838081479073,270,8876.86614060402
9883.444390237331,525,8883.897524356842
9869.555518984795,587,8890.710610628128
4248.629842042923,388,8895.184174776077
3734.5067408680916,295,8898.629327058792
9889.888867139816,496,8904.33999490738
9887.000004410744,509,8910.200765609741
9875.16662055254,562,8916.720730781555
9890.111088514328,495,8922.407778263092
9893.27775323391,481,8927.932181358337
9878.555559039116,547,8935.222954034805
3648.18718200922,344,8939.221370458603
643.1281641721725,73,8940.096180915833
9895.833319485188,469,8945.472899198532
9777.22223520279,1003,8956.920440196991
8075.147540867329,632,8964.210195302963
9888.388859450817,503,8970.014709472656
9363.27773988247,2866,9003.832020759583
9640.94441741705,1616,9023.25174498558
9884.166647911072,522,9030.644170045853
9884.66665816307,519,9036.708333969116
9829.333292663097,768,9045.775087594986
2214.9030272960663,206,9048.221331119537
9890.33330720663,494,9054.180154561996
9886.555546104908,511,9060.187545537949
9863.222179949284,616,9067.3629488945
9867.777747750282,595,9074.32526922226
8080.838938176632,668,9082.298252820969
4341.589376926422,313,9085.92988729477
9883.16663724184,526,9092.005616426468
9866.555531680584,601,9099.037421941757
9881.722219109535,533,9105.177701950073
9890.611059904099,493,9110.849167585373
9881.55554562807,533,9117.044211864471
9873.833294689655,568,9124.553728103638
9736.499967217445,1186,9138.293234825134
3737.352437734604,394,9142.901820421219
3748.735248029232,339,9146.854858160019
9877.611085295677,551,9153.23284959793
9853.722211420536,659,9161.040359258652
9887.944380879402,505,9166.878885030746
9882.777767241001,528,9174.081047534943
3738.301004588604,340,9178.015271663666
4247.68128156662,377,9182.41142463684
9874.27771526575,566,9189.038429737091
9893.111092031002,481,9194.714238405228
9823.388847708702,795,9204.06675696373
9886.111054480076,513,9210.097316503525
9481.277721881866,2335,9238.221757888794
9377.388829529285,2802,9272.135320186615
9888.88886076212,500,9278.208427906036
4343.486505687237,299,9281.713539600372
3643.4443467855453,287,9285.097913742065
649.768123626709,69,9285.961038589478
9876.999946296215,554,9292.452147483826
9880.944388568401,536,9298.73279953003
9884.111086785793,522,9304.839482307434
9795.944396853447,919,9315.598523378372
9123.05551147461,3947,9362.580262422562
9889.277716517448,499,9369.447377681732
9707.499957561493,1317,9384.681272983551
9877.722190439701,551,9391.182329177856
9884.555513083935,520,9397.316478729248
9890.38886219263,494,9403.108056783676
9893.499950170517,480,9408.697071552277
4241.989874839783,296,9412.189827680588
9890.499980270863,493,9418.97073841095
9837.333294451237,732,9427.55028796196
9891.222189545631,490,9433.31710600853
9884.166646301746,522,9439.438075065613
9759.333284914494,1083,9452.02141904831
4254.3212396502495,453,9457.286113500595
3747.786676943302,330,9461.15591263771
9874.055557727814,567,9468.751808643341
9693.222159028053,1381,9484.693855524063
9875.166614413261,562,9491.273637771606
9746.388849437237,1142,9504.576078653336
9891.722219884396,488,9510.259449958801
3744.940972328186,279,9513.512861013412
4344.435072243214,308,9518.141260385513
9751.611061811447,1118,9531.321995973587
9649.333278954029,1578,9549.532049179077
9876.777729511261,555,9555.982263565063
3741.14670163393,684,9564.960986375809
3736.40388071537,288,9568.328084468842
3743.992409527302,438,9573.448296308517
9883.111095011234,526,9579.597738265991
9878.888866245747,545,9585.930836200714
9843.777765214443,703,9594.093409061432
9879.499965310097,543,9600.425708532333
9748.388903439045,1133,9614.626005887985
9773.888858675957,1018,9626.551590919495
9887.722214460373,506,9632.40419459343
9868.944437265396,590,9639.291259765625
9890.277718245983,494,9645.05188369751
4139.544681370258,371,9649.441609621048
9850.499943315983,673,9657.17787861824
9897.611046016216,461,9663.504776477814
9885.277712643147,517,9669.516612052917
9817.333324968815,822,9678.997542619705
3749.6838121414185,376,9683.432384729385
4242.9384407401085,340,9687.551355600357
9884.888852655888,518,9693.618398427963
9893.333314478397,480,9699.295619726181
9861.722206652164,623,9706.566786289215
9856.999972760677,644,9715.022828578949
9891.999952793121,486,9720.70517039299
9867.55554562807,596,9727.631491422653
9895.388846814632,471,9733.18503665924
9872.33330565691,575,9739.975537061691
9889.722174942493,497,9745.845274925232
3742.095274746418,318,9749.601115703583
9880.222170174122,539,9755.90727353096
9877.499991297722,552,9763.399342775345
9880.444415569305,538,9769.620058298111
9858.27773976326,638,9777.06910443306
9881.333305835724,534,9783.307838201523
9870.555509626865,583,9790.040027856827
9890.999996066093,491,9795.843584537506
4169.898812115192,335,9799.76148223877
9857.833281219006,640,9808.216995954514
7246.100321233273,465,9813.699277877808
9892.055538833141,486,9819.348230600357
9872.27776324749,575,9826.03331899643
9861.777767598629,622,9833.277617454529
3745.8895382881165,270,9836.422799825668
3638.701521754265,316,9840.109490394592
9892.277762591839,485,9845.721323728561
9885.999956071377,513,9851.670058488846
9886.11107391119,513,9858.634848356247
9893.833302974701,478,9864.324989557266
9888.333320736885,503,9870.156554222107
9895.333309054375,471,9875.693222284317
9885.44438445568,516,9881.669564723969
9893.722191929817,479,9887.246493816376
9889.166615188122,499,9893.15372633934
9890.999953210354,491,9898.914967298508
3743.0438442230225,338,9902.983163356781
4242.938439667225,349,9908.071910858154
9893.2777531147,481,9913.759726524353
9888.333302021027,503,9919.59615278244
8080.838927388191,628,9926.869094848633
9876.888848781586,554,9933.379938364029
9847.166622817516,688,9941.44941353798
9876.999955356121,554,9947.887387275696
9891.388839304447,489,9953.57938170433
9894.88884049654,473,9960.085425138474
9797.611090958118,911,9970.709719657898
9880.444396555424,538,9976.941029071808
9875.111077725887,562,9983.434466838837
9882.611088752747,529,9989.583706855774
9884.888835132122,518,9995.619617462158
9891.388857126236,489,10001.256555557251
9889.555537998676,497,10008.042931556702
9890.833306372166,492,10013.763071537018
9888.166610240936,504,10019.72805428505
9887.388862907887,507,10025.64876461029
9877.944414436817,550,10032.061992645264
9891.888858795166,487,10037.729746341705
9891.166635036469,490,10043.389157533646
9892.055517673492,486,10049.041372060776
9890.888852834702,491,10055.773873090744
9868.33329820633,593,10062.644103050232
9885.999965310097,513,10068.612241506577
4147.133223891258,349,10072.717535495758
4151.876050531864,298,10076.293757200241
9886.777754724026,510,10082.17721748352
9887.055509269238,509,10088.137974977493
9885.166642010212,517,10094.136467933655
9884.722152113914,519,10101.235273361206
9885.777725875378,514,10107.200629711151
9893.277756810188,481,10112.77576994896
9895.499958753586,471,10118.298421859741
9879.777731537819,541,10124.675345420837
9883.944428682327,523,10130.807628631592
3745.889541566372,281,10134.123890399933
9894.888830780983,473,10139.626020908356
9881.722167909145,533,10145.826179027557
9894.99997216463,473,10152.322603464127
5340.429998755455,504,10158.206768512726
9883.05550980568,527,10164.391596317291
9894.055531084538,477,10170.049899816513
9890.055527687073,495,10175.895725727081
9895.72215205431,470,10181.344410896301
9893.611068665981,479,10186.892625331879
9873.722209334373,569,10193.500819444656
9888.333259522915,503,10200.332179546356
4163.2588503956795,354,10204.45943236351
9885.555534601212,515,10210.516199588776
9894.6110419631,475,10216.059570074081
4151.876045823097,304,10219.59687447548
9881.94438445568,532,10225.790398836136
9877.333283305168,552,10232.22760462761
9864.944408416748,608,10239.390084028244
9890.277723491192,494,10245.202587366104
9880.55549544096,538,10252.543626785278
9892.499979376793,484,10258.168445825577
9891.888857364655,487,10263.818849563599
9891.111044049263,490,10269.507185459137
9880.444372534752,538,10275.883549451828
9895.166602671146,472,10281.40580201149
9880.055541455746,540,10287.7740650177
9891.222166478634,490,10293.524745702744
9867.444389760494,597,10301.494043588638
9890.888833224773,491,10307.278627872467
9886.333297014236,512,10313.24850988388
9893.777744829655,478,10318.908418416977
9895.888821780682,469,10324.437129974365
3738.3010034561157,273,10327.65535736084
5341.37856566906,606,10334.808896064758
9895.55552315712,470,10340.28548502922
9881.777750730515,532,10347.513979196548
9894.66664737463,474,10353.066839933395
9881.166617393494,535,10359.307100534439
9882.611066162586,529,10365.463151216507
3659.56997358799,361,10369.656426429749
9518.44437623024,2167,10395.915864229202
9894.166614174843,477,10401.459745883942
9895.16661542654,472,10406.939115047455
9888.22220647335,503,10412.807401657104
4164.2074201107025,323,10416.644204854965
9892.499976336956,484,10422.314802646637
9889.388850748539,498,10428.164145708084
9889.722180485725,497,10434.047973394394
9895.27770781517,472,10439.585449457169
9890.166624844074,495,10446.351845026016
9895.444389760494,471,10451.866043329239
9883.111046254635,526,10457.956881284714
9892.111055791378,486,10463.703244924545
9895.666600048542,470,10469.201790332794
9882.999982893467,527,10475.47282242775
9892.277701973915,485,10481.492050647736
2003.3726840019226,201,10483.959043264389
9893.333268225193,480,10489.800918102264
9882.888833642006,527,10497.081259727478
9894.888828933239,473,10502.609852313995
9888.055516898632,504,10508.490758657455
9893.555522322655,479,10514.114200115204
4258.115502417088,315,10517.790564060211
9891.666637182236,488,10523.547426223755
9893.333312749863,480,10529.213065862656
9883.777724802494,523,10535.383058309555
9892.666620373726,483,10541.08300948143
9894.999980926514,473,10547.634337186813
9891.49995625019,489,10553.307143688202
9885.222184360027,517,10559.321756839752
9896.277743339539,467,10564.869013547897
9895.666596651077,470,10570.350707769394
9871.833290278912,577,10577.265019893646
4341.589365065098,285,10580.653952121735
9894.055510222912,477,10586.445651769638
9871.444401800632,579,10594.35628581047
9884.666610956192,519,10600.453842639923
9861.111083328724,625,10607.76027417183
9891.499936938286,489,10613.476615905762
9896.388827383518,467,10619.013603925705
9889.499954044819,498,10624.957451820374
9792.999977231026,932,10636.021721124649
9894.611075222492,475,10642.608815908432
9888.277718007565,503,10648.466914176941
9881.722205758095,533,10654.73828959465
5342.327131390572,438,10659.90654039383
9893.66662889719,479,10665.759621858597
9888.444377958775,502,10671.784744024277
9894.499986112118,475,10677.450400829315
5340.43000882864,499,10683.504024505615
9878.277707338333,548,10691.09856915474
9895.222149789333,472,10696.61627984047
9889.111058056355,499,10702.465891599655
9894.333314478397,476,10708.157811641693
9888.499961972237,502,10714.111869573593
9894.7777479887,474,10719.626392126083
9864.833266496658,609,10726.713498353958
9892.833311378956,483,10732.447321653366
9894.555479049683,475,10738.035148382187
9894.388829171658,476,10744.622735500336
9891.94439893961,487,10750.287430286407
9870.999980509281,581,10757.02537035942
9895.222204566002,472,10762.546521663666
9884.555523991585,520,10768.686233520508
9866.05552148819,603,10775.740482091904
9893.777703940868,478,10781.350334882736
9895.611035883427,470,10786.849182844162
9844.111084640026,702,10796.044828414917
9889.555497348309,497,10801.786256551743
9890.99997997284,491,10807.466845989227
9894.833309173584,474,10813.081174135208
9893.944399476051,478,10818.652952194214
9834.555539250374,745,10827.242936611176
9894.833307623863,474,10832.749869585037
9884.944414377213,518,10839.811149597168
9881.88885462284,532,10845.995531320572
9895.444411873817,471,10851.467013597488
9895.444388389587,471,10856.97728228569
9877.722198843956,551,10863.594715118408
9894.888810753822,473,10869.170374393463
9893.555539309978,479,10874.82082939148
9884.944374501705,518,10880.919331550598
9894.666617810726,474,10887.565541267395
9895.888863623142,469,10893.06460738182
9888.888868749142,500,10898.857872009277
9887.111084282398,508,10904.729142904282
9884.388856768608,521,10910.78337931633
9893.611077010632,479,10916.367926836014
9870.222159028053,584,10923.148203134537
9894.055500090122,477,10928.754473686218
9893.555512726307,479,10934.497040271759
9890.444396972656,493,10941.23655796051
9895.499958872795,471,10946.705951213837
9895.222134709358,472,10952.197591304779
9895.111067295074,472,10957.673311471939
9885.777708530426,514,10963.686929702759
9895.611056804657,470,10969.211079120636
9886.333323657513,512,10975.262490034103
9895.444375932217,471,10980.710544347763
9889.055520892143,500,10987.530900716782
9893.999979197979,477,10993.1061835289
9896.222176373005,467,10998.514811038971
9889.11109495163,499,11004.315728187561
9894.666602790356,474,11009.806814432144
9852.055495500565,666,11017.652011871338
9888.277746200562,503,11023.484176397324
9888.555525302887,502,11029.319104671478
9884.944403886795,518,11036.356124162674
9889.166598558426,499,11042.131130218506
9896.166610181332,468,11047.572298288345
9893.222166895866,481,11053.172559976578
9895.388837337494,471,11058.726921319962
9588.4444283247,1852,11080.195608615875
9894.222175896168,476,11086.805926322937
9885.388877809048,516,11092.810829401016
9895.222185909748,472,11098.425096988678
9889.66664147377,497,11104.165472507477
9887.888899624348,505,11110.087900876999
9866.277774512768,602,11117.167530536652
9884.499951779842,520,11123.389729976654
9883.722158074379,524,11129.467148065567
9892.944403529167,482,11136.117052555084
9895.666595935822,470,11141.637042284012
9888.888860940933,500,11147.50413107872
9889.222206890583,499,11153.306632041931
9879.611080884933,542,11159.654040336609
9894.999986886978,473,11165.787801265717
9852.888845741749,662,11173.459723711014
9889.7777531147,496,11179.223324775696
9885.944399893284,514,11186.237470149994
9894.83330887556,474,11191.703817129135
9896.055496931076,468,11197.149188518524
9890.222213089466,494,11202.942087173462
9893.833315610886,478,11208.484818458557
9895.55548030138,470,11213.904069185257
9889.722186803818,497,11219.643581151962
9894.333276689053,476,11225.16096663475
9894.166643440723,477,11231.767085552216
9885.888861715794,514,11237.79073882103
9894.11106055975,477,11243.400745391846
9890.166601538658,495,11249.137259960175
9889.444392681122,498,11254.893833637238
9889.888858556747,496,11260.628871679306
9877.777730464935,550,11266.976009130478
9876.05552828312,558,11273.449321508408
9894.222187101841,476,11280.00175499916
9896.333284676075,467,11285.409363985062
9895.555519998074,470,11290.838927268982
9894.499974310398,475,11296.32496881485
9891.11107712984,490,11302.01080417633
9892.222155332565,485,11307.71806383133
9895.777737140656,469,11313.177112579346
9893.666625976562,479,11318.758962154388
9889.61108493805,497,11324.552730083466
9894.111091792583,477,11331.195491790771
9892.722171604633,483,11336.80408859253
9887.277714371681,508,11342.690385818481
3739.249569118023,276,11345.897227287292
9878.944374740124,545,11352.296114683151
9890.555522561073,493,11358.019629955292
9895.055516660213,473,11363.541415214539
9872.666660964489,573,11370.194231033325
9888.499938488007,502,11376.985565185547
9888.444393336773,502,11382.851839065552
9896.333301901817,467,11388.24102306366
9848.722217857838,681,11396.107342243195
9866.444378972054,601,11403.262386083603
9895.72215861082,470,11408.708970546722
9889.277726888657,499,11414.469487190247
9895.999970257282,468,11419.89382147789
9881.611093103886,533,11427.217567443848
9894.222154080868,476,11432.764783382416
9888.66662234068,501,11438.639743089676
9890.05552726984,495,11444.413562059402
2226.285828411579,303,11451.26142525673
9894.99993878603,473,11457.99754357338
9895.777718901634,469,11463.492543697357
9894.777758300304,474,11469.177213430405
9883.055500745773,527,11475.27228140831
9888.388831913471,503,11482.102810144424
9891.388855457306,489,11487.862431526184
9894.888852119446,473,11493.419121026993
9893.999976575375,477,11498.95749425888
9891.666616797447,488,11504.644533157349
9882.388878762722,530,11510.833148956299
9894.999970912933,473,11516.339266300201
9895.55546861887,470,11521.783959150314
9896.333260834217,467,11528.193848371506
4257.166935503483,282,11531.514369010925
9896.055506289005,468,11537.019878149033
9889.33326882124,498,11542.824773311615
9894.05552059412,477,11548.467450141907
9891.777728497982,487,11554.165852308273
9895.611078500748,470,11559.618574380875
4161.361705601215,716,11567.873460769653
9892.166611850262,486,11573.518889665604
9894.555493712425,475,11580.055261850357
9894.444396317005,475,11585.62855052948
9889.888868391514,496,11591.370762109756
9888.611047804356,502,11597.20666885376
9889.499941468239,498,11603.011514663696
9882.94438534975,527,11609.2845890522
9894.999967575073,473,11614.826435565948
9896.722176373005,465,11620.215962409973
9888.777701556683,501,11627.143408298492
9889.944411754608,496,11632.954343557358
9895.11107814312,472,11638.523483514786
9890.555538713932,493,11644.369171857834
9894.833272457123,474,11649.84306049347
9892.72219067812,483,11655.503257989883
9894.611056685448,475,11661.115801334381
9894.555526733398,475,11666.649552345276
9885.666602015495,515,11673.625079393387
9894.722166478634,474,11679.185048103333
9896.222154438496,467,11684.722036123276
9891.555496752262,488,11690.472312450409
9896.555532515049,466,11695.900976419449
9896.055512428284,468,11701.336000204086
9895.94440716505,469,11706.789615869522
9895.833307504654,469,11712.336714029312
9895.444389879704,471,11717.765513658524
9896.38883125782,467,11724.2495803833
9895.277716994286,472,11729.866203546524
9896.499964892864,466,11735.386451482773
9889.722191929817,497,11741.172868967056
9896.666592419147,465,11749.597955942154
9895.111054956913,472,11756.836155414581
9871.611075341702,578,11763.553092241287
9895.222198188305,472,11769.026066541672
9894.555502712727,475,11775.485571622849
9896.111051917076,468,11780.92189359665
9894.833311319351,474,11786.442875862122
9894.055478990078,477,11791.954841375351
9894.444397866726,475,11797.51449918747
9895.499975264072,471,11802.997824192047
9896.166636705399,468,11808.439363956451
3632.0615406036377,258,11811.451380729675
9893.88886076212,478,11817.050922870636
9888.444393455982,502,11823.868210315704
9895.999969959259,468,11829.284302473068
9889.944368600845,496,11835.010296583176
4248.6298432946205,330,11838.807084083557
9895.499952554703,471,11844.284200668335
9897.166633307934,463,11849.60686326027
9894.444393575191,475,11855.075936317444
9897.05547016859,464,11860.513381004333
9892.499930858612,484,11866.085699796677
9896.666615843773,465,11872.437801599503
9871.999986946583,576,11879.093083620071
9886.2777261734,512,11885.067767858505
9894.833271622658,474,11890.539774894714
9890.611041486263,493,11896.218415260315
9894.444408655167,475,11901.694801568985
9894.666625797749,474,11907.158391952515
9886.833302795887,510,11913.037032365799
9895.277716755867,472,11918.481907129288
9895.388845801353,471,11924.910135030746
9891.11105787754,490,11930.5564827919
9895.66663736105,470,11936.022591352463
9894.999970912933,473,11941.517369270325
9896.111077606678,468,11946.929997682571
9897.11104553938,463,11952.268856525421
9896.55546861887,466,11957.666091918945
9886.666643083096,510,11963.592912435532
9895.944381475449,469,11970.040246963501
9896.222133874893,467,11975.443614006042
9896.055507063866,468,11980.854783535004
9895.666589736938,470,11986.280646800995
9891.388866901398,489,11991.916865587234
9890.055499911308,495,11997.638986349106
9895.83327537775,469,12003.116135120392
9896.611063241959,466,12008.513713121414
9887.444393098354,507,12014.393431186676
9895.277734160423,472,12020.8647711277
9886.55547440052,511,12026.817028284073
9890.055536150932,495,12032.536893844604
9873.944365501404,568,12039.134222269058
9894.999971807003,473,12044.707433223724
9893.222178816795,481,12052.449337005615
9890.111058592796,495,12060.20631146431
9896.333302736282,467,12065.595969438553
9894.888828396797,473,12072.045039892197
9873.277733147144,571,12078.653978824615
9894.333306193352,476,12084.160507917404
9895.166593194008,472,12089.584887266159
9896.722154796124,465,12094.916862726212
9896.277712583542,467,12100.33680510521
9896.333279907703,467,12105.735481739044
9886.388871133327,512,12111.611218452454
9896.166607141495,468,12116.974249124527
9895.44438713789,471,12123.412415027618
9885.722158968449,515,12129.395790576935
9890.777696967125,492,12135.17456126213
9896.333276689053,467,12140.556083202362
9896.166613698006,468,12145.96636891365
9895.111032545567,472,12151.432038784027
9895.888849496841,469,12156.975749254227
